20	 8	 2394.389648
20	 9	 3024.021240
20	 10	 7502.763184
20	 11	 505.085510
20	 12	 9427.810547
20	 13	 341.788727
20	 14	 759.567383
20	 15	 584.230347
20	 16	 399.979248
20	 17	 290.415039
20	 18	 13188.766602
20	 19	 297.945221
21	 0	 2283.163574
21	 1	 345.040375
21	 2	 227.322403
21	 3	 311.623718
21	 4	 1950.017456
21	 5	 1771142.875000
21	 6	 6318.368652
21	 7	 965.819702
21	 8	 2391.678711
21	 9	 3012.238281
21	 10	 7547.006348
21	 11	 456.788757
21	 12	 9427.291016
21	 13	 173.348175
21	 14	 713.514038
21	 15	 519.801392
21	 16	 283.784241
21	 17	 45.389187
21	 18	 13188.056641
21	 19	 26.233381
21	 20	 298.128235
22	 0	 2489.164307
22	 1	 1101.698853
22	 2	 1133.336548
22	 3	 1147.026123
22	 4	 2239.276123
22	 5	 1771139.250000
22	 6	 6381.299316
22	 7	 1432.856689
22	 8	 2621.988281
22	 9	 3173.416260
22	 10	 7567.140625
22	 11	 1203.879639
22	 12	 9475.380859
22	 13	 1130.278320
22	 14	 1314.880615
22	 15	 1223.579468
22	 16	 1154.268921
22	 17	 1117.583496
22	 18	 13203.643555
22	 19	 1118.398926
22	 20	 1140.116577
22	 21	 1119.308716
23	 0	 10162.396484
23	 1	 9993.434570
23	 2	 10005.512695
23	 3	 10015.508789
23	 4	 10076.542969
23	 5	 1771149.625000
23	 6	 11756.761719
23	 7	 9978.151367
23	 8	 10017.109375
23	 9	 10134.509766
23	 10	 12397.053711
23	 11	 9995.138672
23	 12	 12777.726562
23	 13	 10015.179688
23	 14	 9894.124023
23	 15	 9880.440430
23	 16	 9992.749023
23	 17	 10019.198242
23	 18	 15682.418945
23	 19	 10019.822266
23	 20	 9974.915039
23	 21	 10021.733398
23	 22	 10066.629883
24	 0	 2262.887451
24	 1	 381.772552
24	 2	 266.946838
24	 3	 349.716278
24	 4	 1948.467407
24	 5	 1771138.375000
24	 6	 6318.952148
24	 7	 961.076599
24	 8	 2393.318604
24	 9	 3015.887695
24	 10	 7534.625000
24	 11	 471.044250
24	 12	 9421.562500
24	 13	 238.107224
24	 14	 695.349670
24	 15	 540.297607
24	 16	 324.638580
24	 17	 167.563583
24	 18	 13187.706055
24	 19	 164.122589
24	 20	 335.729462
24	 21	 164.400360
24	 22	 1108.752075
24	 23	 10012.401367
